total_time,silent_pauses,total_syllables,phonation_time,confidence
5.2,2,14,3.712,1
3.78,1,12,2.39069,1
1.53,0,1,0.512,1
0.87,0,3,0.81331,-1
0.29,0,1,0.25731,1
6.02,2,13,4.28669,1
5.3,1,27,4.512,1
1.53,0,7,0.704,1
2.93,1,8,1.456,-1
1.37,0,9,1.28,1
8.57,1,37,7.962,1
2.41,0,10,2.41,1
0.86,0,4,0.784,1
0.62,0,1,0.52469,-1
0.75,0,4,0.384,1
1.53,0,2,1.49731,1
9.94,5,32,6.61469,1
4.26,1,10,2.848,1
0.78,0,1,0.61331,0
0.31,0,3,0.31,1
6.8,1,28,4.96469,1
0.78,0,5,0.74731,1
3.33,1,15,2.722,1
1.24,0,5,0.77069,-1
10.04,2,35,6.496,1
3.83,1,11,2.208,1
2.49,0,2,1.2,1
1.58,0,6,1.184,1
1.08,1,1,0.42331,-1
0.51,0,3,0.51,1
4.32,1,11,2.49069,1
1.15,0,6,1.13931,1
2.39,0,10,2.39,1
0.69,0,1,0.11469,-1
0.31,0,1,0.288,1
3.19,0,12,2.688,1
2.69,0,8,1.296,1
2.05,0,2,1.056,1
4.42,2,17,3.42331,-1
1.79,0,11,1.77731,1
5.98,1,12,3.23069,1
1.52,0,4,1.48931,1
1.55,0,7,1.55,1
2.32,0,12,2.32,0
3.33,1,6,0.786,1
2.57,0,10,2.54269,1
7.11,1,36,5.872,1
0.85,0,6,0.82331,1
1.28,0,9,1.28,-1
0.89,0,6,0.89,1
1.46,0,8,1.43869,1
4.89,1,3,1.856,1
7.02,3,27,5.24731,1
3.44,1,10,2.08069,0
0.32,0,1,0.224,1
2.3,0,10,1.776,1
3.63,0,6,0.128,1
0.65,0,2,0.62931,1
0.72,0,2,0.47469,0
3.14,2,6,1.60531,1
3.56,1,7,1.96269,1
1.4,1,3,0.776,1
5.75,1,22,4.672,1
14.6,5,36,10.92931,0
11.11,5,34,7.622,1
6.87,1,24,5.19269,1
0.59,0,2,0.44331,1
2.09,0,4,1.52869,1
3.93,2,14,2.32,-1
3.2,1,9,1.984,1
6.87,2,22,4.192,1
8.54,3,21,6.128,1
5.83,1,23,4.38731,1
2.18,1,2,0.708,0
3.97,2,12,2.97069,1
0.55,0,1,0.416,1
9.67,4,13,4.816,1
6.25,1,24,5.152,1
5.24,0,25,4.352,-1
12.39,6,28,7.55331,1
1.17,0,12,1.17,1
3.16,1,11,2.632,1
5.84,2,15,4.576,1
11.11,6,28,5.92531,-1
0.32,0,1,0.192,1
1.19,0,6,0.608,1
1.57,1,1,0.93869,1
0.43,0,3,0.43,1
0.79,0,1,0.51269,-1
1.11,0,2,0.256,1
0.28,0,1,0.24731,1
6.97,3,27,5.06469,1
11.83,5,29,9.238,1
1.07,0,4,0.94331,-1
1.1,0,7,1.1,1
1.38,0,8,1.38,1
1.45,0,10,1.45,1
3.06,3,4,0.75931,1
0.35,0,2,0.304,0
1.61,0,7,1.61,1
0.17,0,1,0.17,1
1.85,0,9,1.85,1
0.25,0,1,0.25,1
2.09,0,10,2.09,-1
0.43,0,1,0.32869,1
0.75,0,2,0.75,1
1.08,0,5,1.056,1
8.26,2,18,6.852,1
5.42,1,18,4.796,-1
3.08,1,12,2.648,1
0.28,0,1,0.27931,1
0.46,0,1,0.46,1
4.47,1,17,3.958,1
7.3,2,18,4.74469,0
1.17,0,3,0.768,1
0.91,0,1,0.496,1
1.19,0,1,1.13269,1
0.47,0,1,0.37469,1
5.94,1,24,5.12531,-1
5.14,1,17,4.148,1
3.57,2,4,1.94731,1
0.3,0,2,0.3,1
6.15,1,22,5.622,1
1.42,0,7,1.232,-1
0.14,0,1,0.14,1
5.48,2,16,4.35469,1
8.09,1,32,7.696,1
1.16,0,3,1.16,1
1.65,2,4,0.722,-1
4.71,1,18,3.84269,1
4.8,1,12,3.328,1
1.12,1,3,0.65931,1
0.14,0,1,0.14,1
5.91,2,13,5.046,0
4.23,1,12,2.84269,1
2.85,0,9,2.224,1
3.98,1,19,3.62531,1
2.75,2,8,1.886,1
0.32,0,1,0.32,0
0.8,0,1,0.8,1
4.02,0,12,3.39469,1
1.75,0,12,1.584,1
0.69,0,1,0.608,1
0.64,0,2,0.64,0
3.6,1,17,3.216,1
2.91,1,9,2.59,1
2.66,0,14,2.65069,1
0.31,0,1,0.30131,1
0.68,0,1,0.67531,0
0.74,0,3,0.74,1
2.96,1,14,2.656,1
4.33,2,13,2.634,1
2.63,0,15,2.63,1
3.99,1,18,3.33669,-1
0.74,0,2,0.704,1
0.64,0,2,0.60931,1
0.64,0,2,0.62331,1
2.56,1,4,1.968,1
2.83,0,13,2.83,-1
0.98,0,6,0.98,1
0.69,0,1,0.31669,1
4.48,1,15,3.82069,1
1.45,0,7,1.424,1
0.53,0,3,0.51931,0
2.17,0,6,2.12131,1
0.44,0,1,0.44,1
4.65,1,8,3.04,1
1.04,0,1,0.448,1
7.64,3,20,5.64731,-1
4.15,1,11,2.48069,1
0.56,0,1,0.54531,1
1.01,0,4,1.01,1
3.83,0,15,2.784,1
0.27,0,1,0.27,0
3.74,2,10,1.568,1
4.41,0,18,3.55269,1
3.02,1,13,2.32531,1
1.45,0,4,0.93869,1
2.64,0,9,1.824,0
0.91,0,5,0.89331,1
1.5,1,4,0.79731,1
1.66,0,5,1.66,1
0.84,0,3,0.84,1
6.29,3,18,4.85531,0
0.56,0,4,0.49669,1
13.54,5,35,9.904,1
4.89,1,19,3.80731,1
0.44,0,1,0.40669,1
5.38,0,18,5.38,-1
4.38,0,25,4.304,1
1.38,0,6,1.35331,1
5.77,2,9,3.296,1
5.2,1,19,4.672,1
7.67,4,24,5.92,0
0.36,0,1,0.36,1
0.42,0,1,0.42,1
1.35,0,6,1.27469,1
0.09,0,1,0.08999999999991815,1
1.71,0,7,1.69931,0
2.62,1,8,1.10069,1
3.21,0,12,3.17731,1
4.87,1,17,3.552,1
0.0,0,1,0.0,0
4.54,1,14,3.76469,-1
0.96,0,1,0.85531,1
0.44,0,1,0.256,1
15.37,5,43,11.64131,1
1.32,0,5,1.152,1
0.84,0,4,0.576,-1
1.55,0,5,0.656,1
1.47,0,5,0.944,1
11.08,3,35,8.592,1
5.09,1,16,3.936,1
1.66,0,6,1.552,0
3.21,1,11,2.192,1
3.97,2,10,2.304,1
0.71,0,1,0.192,1
0.2,0,1,0.18731,1
1.12,0,6,1.10731,0
0.37,0,2,0.16,1
0.45,0,2,0.39131,1
1.11,0,5,0.80869,1
0.25,0,2,0.24331,1
0.19,0,1,0.19,0
1.22,0,11,1.22,1
0.1,0,1,0.09999999999990905,1
1.57,0,7,1.54469,1
3.25,1,5,1.82531,1
1.23,0,8,1.18269,-1
7.88,2,20,6.0,1
0.94,0,4,0.94,1
0.4,0,1,0.4,1
3.14,0,11,2.43469,1
1.9,0,7,1.85331,0
0.43,0,3,0.43,1
2.16,0,6,2.048,1
2.51,0,6,1.456,1
3.32,0,16,3.30131,1
6.3,2,16,3.99469,-1
0.75,0,4,0.73931,1
0.19,0,1,0.13131,1
1.17,0,5,1.17,1
3.15,1,16,2.55469,1
1.33,0,6,1.26931,0
3.23,1,12,2.53869,1
0.31,0,1,0.30131,1
0.45,0,2,0.44531,1
1.66,0,10,1.66,1
1.84,0,1,0.43869,-1
3.73,1,9,1.90669,1
1.81,0,11,1.73931,1
0.86,0,1,0.688,1
2.77,1,8,1.426,1
0.94,0,5,0.92731,0
2.19,0,4,1.664,1
2.53,1,10,1.78931,1
1.84,0,10,1.84,1
0.75,0,3,0.75,1
3.99,0,19,3.97331,0
0.87,0,6,0.87,1
2.43,1,10,1.694,1
0.13,0,1,0.13,1
0.2,0,1,0.17131,1
3.28,1,1,2.25931,-1
1.56,0,1,1.34069,1
0.74,0,1,0.69731,1
0.41,0,2,0.41,1
0.81,0,3,0.56,1
0.79,0,1,0.272,-1
2.09,0,6,1.232,1
0.55,0,1,0.496,1
1.02,0,3,0.90469,1
0.56,0,1,0.48731,1
0.38,0,1,0.16,-1
1.19,1,1,0.694,1
0.93,0,4,0.816,1
0.74,0,1,0.74,1
1.84,0,10,1.80731,1
0.4,0,1,0.36931,-1
0.18,0,1,0.15869,1
1.11,0,3,1.11,1
1.39,0,3,1.39,1
7.46,2,19,4.916,1
1.65,0,4,1.65,0
3.73,0,15,3.67069,1
1.56,0,8,1.56,1
0.45,0,3,0.44931,1
0.25,0,1,0.25,1
3.82,1,11,2.892,0
0.48,0,1,0.02469,1
2.3,0,1,0.464,1
2.57,0,10,2.52531,1
0.44,0,1,0.42331,1
1.67,0,4,1.57531,0
2.69,1,3,0.90469,1
0.23,0,1,0.18931,1
4.88,0,21,4.88,1
1.9,1,3,1.07469,1
1.19,0,7,0.832,0
0.78,0,2,0.73131,1
1.12,0,6,1.12,1
0.33,0,1,0.33,1
1.15,0,5,1.15,1
1.48,0,6,1.48,-1
2.17,1,9,1.69,1
0.36,0,1,0.112,1
0.97,0,6,0.88,1
0.3,0,2,0.27931,1
2.63,0,12,2.63,-1
0.8,0,3,0.70931,1
2.92,1,5,2.408,1
3.25,1,4,1.778,1
0.64,0,1,0.64,1
0.94,0,4,0.92931,-1
2.77,2,1,0.626,1
8.53,2,33,6.49269,1
1.28,0,6,1.26931,1
1.89,0,6,1.76269,1
1.51,0,10,1.49131,0
1.78,0,11,1.78,1
0.58,0,1,0.54869,1
1.72,0,3,0.97669,1
1.24,0,9,1.19931,1
1.97,0,8,1.24869,0
5.27,1,14,4.08,1
1.24,0,1,1.10269,1
3.85,0,15,3.76,1
6.4,1,22,3.184,1
4.08,2,11,2.41531,-1
6.26,1,22,4.00069,1
6.21,2,11,3.472,1
1.97,0,3,1.44,1
0.44,0,2,0.24,1
5.77,0,20,3.84,-1
1.88,0,14,1.83931,1
2.04,1,4,0.91269,1
3.8,0,18,3.616,1
5.2,2,14,3.712,1
3.78,1,12,2.39069,-1
1.53,0,1,0.512,1
0.87,0,3,0.81331,1
0.29,0,1,0.25731,1
6.02,2,13,4.28669,1
5.3,1,27,4.512,-1
1.53,0,7,0.704,1
2.93,1,8,1.456,1
1.37,0,9,1.28,1
8.57,1,37,7.962,1
2.41,0,10,2.41,0
4.57,1,18,4.18931,1
0.86,0,4,0.784,1
0.62,0,1,0.52469,1
0.75,0,4,0.384,1
1.53,0,2,1.49731,-1
9.94,5,32,6.61469,1
4.26,1,10,2.848,1
0.78,0,1,0.61331,1
0.31,0,3,0.31,1
6.8,1,28,4.96469,0
5.1,0,25,5.008,1
0.78,0,5,0.74731,1
3.33,1,15,2.722,1
1.24,0,5,0.77069,1
10.04,2,35,6.496,-1
3.83,1,11,2.208,1
2.49,0,2,1.2,1
1.58,0,6,1.184,1
1.08,1,1,0.42331,1
0.51,0,3,0.51,0
4.32,1,11,2.49069,1
1.15,0,6,1.13931,1
2.39,0,10,2.39,1
0.7,0,1,0.27269,1
0.69,0,1,0.11469,0
0.31,0,1,0.288,1
2.34,1,1,0.96,1
3.19,0,12,2.688,1
2.69,0,8,1.296,1
2.05,0,2,1.056,-1
4.42,2,17,3.42331,1
1.79,0,11,1.77731,1
5.98,1,12,3.23069,1
1.52,0,4,1.48931,1
1.55,0,7,1.55,-1
2.32,0,12,2.32,1
3.33,1,6,0.786,1
2.57,0,10,2.54269,1
7.11,1,36,5.872,1
1.28,0,9,1.28,-1
1.46,0,8,1.43869,1
4.89,1,3,1.856,1
7.02,3,27,5.24731,1
3.44,1,10,2.08069,1
0.32,0,1,0.224,-1
2.3,0,10,1.776,1
3.63,0,6,0.128,1
1.11,0,4,1.02469,1
4.16,1,9,2.464,1
0.72,0,2,0.47469,-1
3.14,2,6,1.60531,1
3.56,1,7,1.96269,1
1.4,1,3,0.776,1
5.75,1,22,4.672,1
14.6,5,36,10.92931,0
11.11,5,34,7.622,1
6.87,1,24,5.19269,1
0.59,0,2,0.44331,1
2.09,0,4,1.52869,1
3.93,2,14,2.32,0
3.2,1,9,1.984,1
6.87,2,22,4.192,1
5.83,1,23,4.38731,1
3.97,2,12,2.97069,1
0.55,0,1,0.416,0
9.67,4,13,4.816,1
5.24,0,25,4.352,1
12.39,6,28,7.55331,1
1.17,0,12,1.17,1
3.16,1,11,2.632,0
5.84,2,15,4.576,1
11.11,6,28,5.92531,1
0.32,0,1,0.192,1
1.19,0,6,0.608,1
1.57,1,1,0.93869,0
0.43,0,3,0.43,1
0.79,0,1,0.51269,1
1.11,0,2,0.256,1
0.28,0,1,0.24731,1
6.97,3,27,5.06469,-1
11.83,5,29,9.238,1
1.07,0,4,0.94331,1
1.1,0,7,1.1,1
1.38,0,8,1.38,1
1.45,0,10,1.45,-1
3.06,3,4,0.75931,1
0.35,0,2,0.304,1
1.61,0,7,1.61,1
1.85,0,9,1.85,1
0.25,0,1,0.25,-1
2.09,0,10,2.09,1
0.43,0,1,0.32869,1
0.75,0,2,0.75,1
1.08,0,5,1.056,1
8.26,2,18,6.852,-1
5.42,1,18,4.796,1
3.08,1,12,2.648,1
0.46,0,1,0.46,1
4.47,1,17,3.958,1
7.3,2,18,4.74469,-1
1.17,0,3,0.768,1
0.91,0,1,0.496,1
1.19,0,1,1.13269,1
0.47,0,1,0.37469,1
5.94,1,24,5.12531,0
5.14,1,17,4.148,1
3.57,2,4,1.94731,1
6.15,1,22,5.622,1
1.42,0,7,1.232,1
0.14,0,1,0.14,0
5.48,2,16,4.35469,1
1.16,0,3,1.16,1
1.65,2,4,0.722,1
4.71,1,18,3.84269,1
4.8,1,12,3.328,0
1.12,1,3,0.65931,1
0.14,0,1,0.14,1
5.91,2,13,5.046,1
4.23,1,12,2.84269,1
2.85,0,9,2.224,0
3.98,1,19,3.62531,1
2.75,2,8,1.886,1
0.32,0,1,0.32,1
0.8,0,1,0.8,1
4.02,0,12,3.39469,-1
1.75,0,12,1.584,1
0.69,0,1,0.608,1
0.64,0,2,0.64,1
3.6,1,17,3.216,1
2.91,1,9,2.59,0
0.31,0,1,0.30131,1
0.68,0,1,0.67531,1
0.74,0,3,0.74,1
2.96,1,14,2.656,1
4.33,2,13,2.634,0
2.63,0,15,2.63,1
3.99,1,18,3.33669,1
0.74,0,2,0.704,1
0.64,0,2,0.60931,1
0.64,0,2,0.62331,0
2.56,1,4,1.968,1
2.83,0,13,2.83,1
0.98,0,6,0.98,1
1.39,0,1,1.35466,1
0.27,0,1,0.27,0
2.52,0,4,0.10066,0
0.11,0,2,0.0,0
1.16,0,4,0.352,1
0.81,0,4,0.768,0
0.09,0,1,0.09000000000000341,0
0.15,0,1,0.0,0
0.08,0,1,0.0800000000000125,0
0.34,0,3,0.0,1
0.33,0,1,0.0,1
0.36,0,1,0.208,0
0.57,0,1,0.32934,0
1.46,0,5,1.45266,0
1.59,0,2,1.58666,-1
2.64,1,2,1.16534,1
2.7,0,10,2.67066,1
0.86,0,1,0.64,1
3.5,1,7,2.82066,1
2.18,1,7,1.732,1
2.71,0,13,2.58334,1
0.88,0,4,0.87666,1
2.0,0,8,2.0,0
0.72,0,5,0.72,0
3.63,1,15,2.35534,1
4.18,1,4,1.536,1
5.42,1,8,3.16266,1
4.53,1,18,3.49,0
5.57,1,19,3.50734,1
0.41,0,2,0.34466,0
0.71,0,2,0.66334,-1
0.57,0,2,0.57,0
1.91,0,9,1.76,1
0.35,0,1,0.35,-1
0.89,0,3,0.89,-1
1.95,0,9,1.46934,0
2.79,0,15,2.432,1
0.32,0,1,0.272,0
0.82,0,2,0.256,0
1.23,0,5,0.704,0
0.61,0,2,0.54666,0
0.31,0,1,0.29066,0
0.32,0,1,0.192,1
0.41,0,1,0.0,0
0.55,0,2,0.40266,1
1.77,0,14,1.69334,1
0.39,0,2,0.15466,1
2.88,2,13,0.832,0
0.29,0,1,0.28266,0
0.66,0,4,0.63734,0
0.55,0,2,0.0,1
0.39,0,1,0.38066,1
1.89,0,9,1.42734,1
6.16,1,33,5.51866,0
3.13,1,9,1.44134,0
6.0,1,32,4.85666,0
2.69,1,9,1.488,0
0.29,0,1,0.26466,0
0.32,0,1,0.288,0
0.38,0,2,0.12666,-1
0.62,0,2,0.192,0
0.49,0,1,0.0,0
1.77,0,2,0.192,0
1.69,1,7,1.136,0
3.01,0,13,1.696,0
1.86,0,10,1.664,0
0.26,0,1,0.192,0
0.46,0,2,0.432,0
0.33,0,1,0.304,1
0.27,0,1,0.27,0
2.52,0,4,0.10066,0
0.11,0,2,0.0,0
1.16,0,4,0.352,1
0.81,0,4,0.768,0
0.09,0,1,0.09000000000000341,0
0.46,0,1,0.256,0
0.08,0,1,0.0800000000000125,0
0.34,0,3,0.0,1
0.33,0,1,0.0,1
0.36,0,1,0.208,0
0.57,0,1,0.32934,0
1.46,0,5,1.45266,0
1.59,0,2,1.58666,-1
2.64,1,2,1.16534,1
2.7,0,10,2.67066,1
0.86,0,1,0.64,1
3.5,1,7,2.82066,1
2.18,1,7,1.732,1
2.71,0,13,2.58334,1
0.88,0,4,0.87666,1
2.0,0,8,2.0,0
0.72,0,5,0.72,0
3.63,1,15,2.35534,1
4.18,1,4,1.536,1
5.42,1,8,3.16266,1
4.53,1,18,3.49,0
5.57,1,19,3.50734,1
0.41,0,2,0.34466,0
0.71,0,2,0.66334,-1
0.57,0,2,0.57,0
1.91,0,9,1.76,1
0.35,0,1,0.35,-1
2.77,0,10,1.824,-1
0.89,0,3,0.89,-1
1.95,0,9,1.46934,0
2.79,0,15,2.432,1
0.32,0,1,0.272,0
0.82,0,2,0.256,0
1.23,0,5,0.704,0
0.61,0,2,0.54666,0
0.31,0,1,0.29066,0
0.32,0,1,0.192,1
0.41,0,1,0.0,0
0.55,0,2,0.40266,1
1.77,0,14,1.69334,1
0.39,0,2,0.15466,1
0.66,0,4,0.63734,0
0.29,0,1,0.28266,0
0.55,0,2,0.0,1
0.39,0,1,0.38066,1
1.89,0,9,1.42734,1
6.16,1,33,5.51866,0
3.13,1,9,1.44134,0
6.0,1,32,4.85666,0
2.69,1,9,1.488,0
0.32,0,1,0.288,0
1.77,0,2,0.192,0
0.49,0,1,0.0,0
0.46,0,2,0.432,0
0.33,0,1,0.304,1
1.04,0,5,1.02134,0
0.84,0,4,0.8,0
1.92,0,4,1.92,1
1.07,0,4,0.848,0
0.39,0,1,0.30334,0
1.46,0,3,1.36,0
0.66,0,3,0.50066,1
0.86,0,1,0.86,1
1.95,0,4,1.95,0
0.46,0,1,0.43466,0
0.33,0,1,0.288,0
0.67,0,4,0.66466,0
0.49,0,2,0.432,1
1.19,1,3,0.56066,1
1.15,0,1,0.20734,1
4.93,1,17,4.128,0
4.25,1,14,2.592,-1
0.68,0,4,0.56,-1
1.27,0,2,0.66666,0
1.26,0,3,0.58134,0
1.6,1,6,0.384,0
1.25,0,6,1.21666,0
1.55,0,7,1.55,0
2.15,0,14,1.88934,0
0.34,0,2,0.32666,0
0.36,0,1,0.336,0
0.85,0,2,0.256,0
0.88,0,1,0.512,0
3.43,1,10,2.74266,0
5.13,3,13,2.90734,0
4.5,1,12,3.184,0
0.61,0,3,0.58066,0
1.32,0,2,0.73134,0
4.46,2,7,2.256,1
0.41,0,1,0.4,1
0.74,0,1,0.448,1
0.42,0,1,0.272,1
0.82,0,1,0.32,1
1.25,0,2,1.21866,0
1.16,0,5,1.16,0
5.42,2,21,3.84534,0
2.15,0,7,1.472,0
5.33,1,24,3.808,0
0.54,0,2,0.48,0
3.09,0,12,2.368,0
10.09,4,19,6.912,1
6.37,1,23,4.752,1
2.59,1,7,2.18266,0
2.05,0,15,2.05,0
1.96,0,9,1.49534,0
1.35,0,12,1.22266,0
6.21,2,23,3.96134,0
0.49,0,1,0.448,1
0.35,0,1,0.31666,-1
3.36,0,9,2.54734,0
0.93,0,5,0.89466,-1
7.75,2,30,7.094,0
4.39,1,19,3.38734,0
0.36,0,1,0.32066,0
0.24,0,1,0.24,0
1.64,1,2,0.68,0
2.76,0,9,2.37534,0
11.0,3,35,8.24,1
3.62,0,22,3.2,0
3.34,1,7,1.952,1
1.3,0,9,1.29266,0
1.44,0,8,1.17134,0
3.69,1,11,2.58666,0
3.79,1,14,2.98134,1
1.92,0,6,1.376,1
1.4,0,5,1.104,1
2.04,1,3,1.312,0
0.43,0,1,0.4,0
0.34,0,3,0.31466,-1
1.62,0,1,0.19734,0
5.48,1,22,4.72,1
1.78,0,8,1.78,0
2.1,1,7,1.444,0
1.23,0,8,1.23,0
1.28,0,8,1.28,0
3.53,2,16,2.826,0
2.3,1,3,1.068,0
0.68,0,1,0.608,1
1.73,0,10,1.71866,1
0.49,0,1,0.432,1
3.68,2,10,2.45266,1
6.91,3,17,4.90734,0
10.6,2,35,9.248,1
0.41,0,1,0.37866,0
1.43,0,6,1.42466,0
3.15,1,13,1.95134,0
2.05,1,6,1.12,1
0.81,0,2,0.544,0
0.47,0,1,0.432,0
0.39,0,1,0.37666,0
1.37,0,4,1.32466,0
2.14,0,10,2.14,0
3.51,1,16,2.582,1
2.24,0,9,1.776,0
2.5,0,9,1.728,0
3.57,1,18,2.784,0
0.4,0,1,0.23266,0
0.58,0,2,0.56,0
0.5,0,1,0.432,0
0.52,0,2,0.51466,1
1.15,1,5,0.68534,-1
1.85,0,14,1.81266,0
0.97,0,5,0.97,0
1.51,1,7,1.142,0
3.22,1,13,2.74734,0
2.49,0,6,1.136,0
3.57,2,10,1.12,1
2.91,2,8,1.68266,1
0.73,0,2,0.352,1
1.03,0,6,0.90666,0
1.28,0,4,1.152,0
1.39,0,1,1.35466,1
0.27,0,1,0.27,0
2.52,0,4,0.10066,0
0.11,0,2,0.0,0
1.16,0,4,0.352,1
0.81,0,4,0.768,0
0.46,0,1,0.256,0
0.15,0,1,0.0,0
0.08,0,1,0.0800000000000125,0
0.34,0,3,0.0,1
0.33,0,1,0.0,1
0.36,0,1,0.208,0
0.57,0,1,0.32934,0
1.46,0,5,1.45266,0
1.59,0,2,1.58666,-1
2.64,1,2,1.16534,1
2.7,0,10,2.67066,1
0.86,0,1,0.64,1
3.5,1,7,2.82066,1
2.18,1,7,1.732,1
2.71,0,13,2.58334,1
0.88,0,4,0.87666,1
2.0,0,8,2.0,0
0.72,0,5,0.72,0
4.18,1,4,1.536,1
5.42,1,8,3.16266,1
4.53,1,18,3.49,0
5.57,1,19,3.50734,1
0.41,0,2,0.34466,0
0.71,0,2,0.66334,-1
0.35,0,1,0.35,-1
2.77,0,10,1.824,-1
0.89,0,3,0.89,-1
1.95,0,9,1.46934,0
2.79,0,15,2.432,1
0.32,0,1,0.272,0
0.82,0,2,0.256,0
1.23,0,5,0.704,0
0.61,0,2,0.54666,0
0.31,0,1,0.29066,0
0.32,0,1,0.192,1
0.41,0,1,0.0,0
0.55,0,2,0.40266,1
1.77,0,14,1.69334,1
0.39,0,2,0.15466,1
2.88,2,13,0.832,0
0.66,0,4,0.63734,0
0.29,0,1,0.28266,0
0.55,0,2,0.0,1
0.39,0,1,0.38066,1
1.89,0,9,1.42734,1
6.16,1,33,5.51866,0
3.13,1,9,1.44134,0
6.0,1,32,4.85666,0
2.69,1,9,1.488,0
0.29,0,1,0.26466,0
0.32,0,1,0.288,0
0.38,0,2,0.12666,-1
1.77,0,2,0.192,0
0.49,0,1,0.0,0
0.62,0,2,0.192,0
1.69,1,7,1.136,0
3.01,0,13,1.696,0
1.86,0,10,1.664,0
0.26,0,1,0.192,0
0.46,0,2,0.432,0
0.33,0,1,0.304,1
1.04,0,5,1.02134,0
0.84,0,4,0.8,0
1.92,0,4,1.92,1
1.07,0,4,0.848,0
0.39,0,1,0.30334,0
1.46,0,3,1.36,0
0.66,0,3,0.50066,1
0.86,0,1,0.86,1
1.95,0,4,1.95,0
1.39,0,1,1.35466,1
0.27,0,1,0.27,0
2.52,0,4,0.10066,0
0.11,0,2,0.0,0
1.16,0,4,0.352,1
0.46,0,1,0.256,0
0.15,0,1,0.0,0
0.08,0,1,0.0800000000000125,0
0.34,0,3,0.0,1
0.33,0,1,0.0,1
0.36,0,1,0.208,0
0.57,0,1,0.32934,0
1.59,0,2,1.58666,-1
0.86,0,1,0.64,1
3.5,1,7,2.82066,1
2.18,1,7,1.732,1
2.71,0,13,2.58334,1
0.88,0,4,0.87666,1
2.0,0,8,2.0,0
0.72,0,5,0.72,0
3.63,1,15,2.35534,1
4.18,1,4,1.536,1
5.42,1,8,3.16266,1
4.53,1,18,3.49,0
5.57,1,19,3.50734,1
0.41,0,2,0.34466,0
0.71,0,2,0.66334,-1
0.57,0,2,0.57,0
1.91,0,9,1.76,1
0.35,0,1,0.35,-1
2.77,0,10,1.824,-1
0.89,0,3,0.89,-1
1.95,0,9,1.46934,0
2.79,0,15,2.432,1
0.32,0,1,0.272,0
0.82,0,2,0.256,0
1.23,0,5,0.704,0
0.61,0,2,0.54666,0
0.31,0,1,0.29066,0
0.32,0,1,0.192,1
0.41,0,1,0.0,0
0.55,0,2,0.40266,1
1.77,0,14,1.69334,1
0.39,0,2,0.15466,1
2.88,2,13,0.832,0
0.66,0,4,0.63734,0
0.29,0,1,0.28266,0
0.55,0,2,0.0,1
0.39,0,1,0.38066,1
1.89,0,9,1.42734,1
6.16,1,33,5.51866,0
3.13,1,9,1.44134,0
6.0,1,32,4.85666,0
2.69,1,9,1.488,0
0.29,0,1,0.26466,0
0.32,0,1,0.288,0
0.38,0,2,0.12666,-1
1.77,0,2,0.192,0
0.49,0,1,0.0,0
0.62,0,2,0.192,0
1.69,1,7,1.136,0
3.01,0,13,1.696,0
1.86,0,10,1.664,0
0.26,0,1,0.192,0
0.46,0,2,0.432,0
0.33,0,1,0.304,1
1.04,0,5,1.02134,0
0.84,0,4,0.8,0
1.92,0,4,1.92,1
1.07,0,4,0.848,0
0.39,0,1,0.30334,0
1.46,0,3,1.36,0
0.66,0,3,0.50066,1
0.86,0,1,0.86,1
1.95,0,4,1.95,0
0.46,0,1,0.43466,0
1.42,0,8,1.05134,0
0.33,0,1,0.288,0
1.99,0,4,1.744,0
0.35,0,1,0.32,0
0.67,0,4,0.66466,0
0.49,0,2,0.432,1
1.19,1,3,0.56066,1
1.15,0,1,0.20734,1
4.93,1,17,4.128,0
4.25,1,14,2.592,-1
0.68,0,4,0.56,-1
1.27,0,2,0.66666,0
1.26,0,3,0.58134,0
1.6,1,6,0.384,0
1.25,0,6,1.21666,0
1.55,0,7,1.55,0
2.15,0,14,1.88934,0
0.34,0,2,0.32666,0
0.85,0,2,0.256,0
0.36,0,1,0.336,0
0.88,0,1,0.512,0
3.43,1,10,2.74266,0
5.13,3,13,2.90734,0
4.5,1,12,3.184,0
1.32,0,2,0.73134,0
4.46,2,7,2.256,1
0.74,0,1,0.448,1
0.42,0,1,0.272,1
0.41,0,1,0.4,1
0.82,0,1,0.32,1
1.25,0,2,1.21866,0
5.42,2,21,3.84534,0
2.15,0,7,1.472,0
5.33,1,24,3.808,0
0.54,0,2,0.48,0
3.09,0,12,2.368,0
10.09,4,19,6.912,1
6.37,1,23,4.752,1
2.59,1,7,2.18266,0
1.96,0,9,1.49534,0
1.35,0,12,1.22266,0
6.21,2,23,3.96134,0
0.49,0,1,0.448,1
0.35,0,1,0.31666,-1
3.36,0,9,2.54734,0
0.93,0,5,0.89466,-1
7.75,2,30,7.094,0
4.39,1,19,3.38734,0
0.36,0,1,0.32066,0
0.24,0,1,0.24,0
1.64,1,2,0.68,0
2.76,0,9,2.37534,0
11.0,3,35,8.24,1
3.62,0,22,3.2,0
3.34,1,7,1.952,1
1.3,0,9,1.29266,0
1.44,0,8,1.17134,0
3.69,1,11,2.58666,0
1.4,0,5,1.104,1
2.04,1,3,1.312,0
0.43,0,1,0.4,0
0.34,0,3,0.31466,-1
1.62,0,1,0.19734,0
5.48,1,22,4.72,1
1.78,0,8,1.78,0
2.1,1,7,1.444,0
1.23,0,8,1.23,0
1.28,0,8,1.28,0
3.53,2,16,2.826,0
2.3,1,3,1.068,0
